Date,Rainfall_mm,Soil_Moisture,Risk_Level,DISTRICT,YEAR
2013-06-24,23.0,0.48,Low,UDUPI,2013
2013-06-25,21.5,0.496,Low,UDUPI,2013
2013-06-26,29.5,0.469,Low,UDUPI,2013
2013-06-27,14.9,0.495,Low,UDUPI,2013
2013-06-28,10.0,0.458,Low,UDUPI,2013
2013-06-29,5.1,0.494,Low,UDUPI,2013
2013-06-30,17.4,0.476,Low,UDUPI,2013
2013-07-01,13.5,0.486,Low,UDUPI,2013
2013-07-02,31.8,0.48,Low,UDUPI,2013
2013-07-03,52.3,0.485,Medium,UDUPI,2013
2013-07-04,24.0,0.469,Low,UDUPI,2013
2013-07-05,17.5,0.483,Low,UDUPI,2013
2013-07-06,11.3,0.489,Low,UDUPI,2013
2013-07-07,39.1,0.477,Low,UDUPI,2013
2013-07-08,29.7,0.481,Low,UDUPI,2013
2013-07-09,20.9,0.468,Low,UDUPI,2013
2013-07-10,23.5,0.488,Low,UDUPI,2013
2013-07-11,18.8,0.486,Low,UDUPI,2013
2013-07-12,35.8,0.477,Low,UDUPI,2013
2013-07-13,48.0,0.477,Medium,UDUPI,2013
2013-07-14,20.4,0.477,Low,UDUPI,2013
2013-07-15,21.1,0.473,Low,UDUPI,2013
2013-07-16,28.5,0.47,Low,UDUPI,2013
2013-07-17,16.7,0.474,Low,UDUPI,2013
2013-07-18,35.0,0.499,Low,UDUPI,2013
2013-07-19,30.0,0.471,Low,UDUPI,2013
2013-07-20,36.2,0.486,Low,UDUPI,2013
2013-07-21,33.7,0.472,Low,UDUPI,2013
2013-07-22,30.9,0.472,Low,UDUPI,2013
2013-07-23,30.1,0.482,Low,UDUPI,2013
2013-07-24,40.2,0.484,Medium,UDUPI,2013
2013-07-25,42.8,0.471,Medium,UDUPI,2013
2013-07-26,55.9,0.476,Medium,UDUPI,2013
2013-07-27,46.2,0.479,Medium,UDUPI,2013
2013-07-28,55.2,0.482,Medium,UDUPI,2013
2013-07-29,8.4,0.437,Low,UDUPI,2013
2013-07-30,21.3,0.466,Low,UDUPI,2013
2013-07-31,16.7,0.491,Low,UDUPI,2013
2013-08-01,37.9,0.481,Low,UDUPI,2013
2013-08-02,18.0,0.484,Low,UDUPI,2013
2013-08-03,36.3,0.474,Low,UDUPI,2013
2013-08-04,27.4,0.489,Low,UDUPI,2013
2013-08-05,17.9,0.49,Low,UDUPI,2013
2013-08-06,22.0,0.498,Low,UDUPI,2013
2013-08-07,4.9,0.499,Low,UDUPI,2013
2013-08-08,9.2,0.481,Low,UDUPI,2013
2013-08-09,8.6,0.494,Low,UDUPI,2013
2013-08-10,4.9,0.496,Low,UDUPI,2013
2013-08-11,3.1,0.49,Low,UDUPI,2013
2013-08-12,4.5,0.492,Low,UDUPI,2013
2013-08-13,9.7,0.506,Low,UDUPI,2013
2013-08-14,5.4,0.506,Low,UDUPI,2013
2013-08-15,12.7,0.48,Low,UDUPI,2013
2013-08-16,19.5,0.492,Low,UDUPI,2013
2013-08-17,26.4,0.477,Low,UDUPI,2013
2013-08-18,18.9,0.486,Low,UDUPI,2013
2013-08-19,14.3,0.489,Low,UDUPI,2013
2013-08-20,19.4,0.484,Low,UDUPI,2013
2013-08-21,12.7,0.488,Low,UDUPI,2013
2013-08-22,9.4,0.505,Low,UDUPI,2013
2013-08-23,6.1,0.504,Low,UDUPI,2013
2013-08-24,8.5,0.508,Low,UDUPI,2013
2013-08-25,5.7,0.504,Low,UDUPI,2013
2013-08-26,1.9,0.495,Low,UDUPI,2013
2013-08-27,3.4,0.49,Low,UDUPI,2013
2013-08-28,1.3,0.483,Low,UDUPI,2013
2013-08-29,1.1,0.476,Low,UDUPI,2013
2013-08-30,0.0,0.463,Low,UDUPI,2013
2013-08-31,0.3,0.452,Low,UDUPI,2013
2013-09-01,0.0,0.443,Low,UDUPI,2013
2013-09-02,0.0,0.432,Low,UDUPI,2013
2013-09-03,15.0,0.463,Low,UDUPI,2013
2013-09-04,12.5,0.497,Low,UDUPI,2013
2013-09-05,12.6,0.487,Low,UDUPI,2013
2013-09-06,15.6,0.483,Low,UDUPI,2013
2013-09-07,18.5,0.48,Low,UDUPI,2013
2013-09-08,5.6,0.49,Low,UDUPI,2013
2013-09-09,9.3,0.507,Low,UDUPI,2013
2013-09-10,7.0,0.506,Low,UDUPI,2013
2013-09-11,43.5,0.484,Medium,UDUPI,2013
2013-09-12,43.6,0.48,Medium,UDUPI,2013
2013-09-13,24.3,0.477,Low,UDUPI,2013
2013-09-14,10.5,0.474,Low,UDUPI,2013
2013-09-15,6.4,0.498,Low,UDUPI,2013
2013-09-16,8.5,0.488,Low,UDUPI,2013
2013-09-17,29.4,0.483,Low,UDUPI,2013
2013-09-18,21.7,0.468,Low,UDUPI,2013
2013-09-19,10.7,0.486,Low,UDUPI,2013
2013-09-20,14.6,0.488,Low,UDUPI,2013
2013-09-21,8.2,0.486,Low,UDUPI,2013
2013-09-22,3.5,0.489,Low,UDUPI,2013
2013-09-23,3.6,0.492,Low,UDUPI,2013
2013-09-24,7.4,0.502,Low,UDUPI,2013
2013-09-25,4.9,0.502,Low,UDUPI,2013
2013-09-26,1.6,0.489,Low,UDUPI,2013
2013-09-27,0.6,0.482,Low,UDUPI,2013
2013-09-28,0.5,0.474,Low,UDUPI,2013
2013-09-29,2.1,0.473,Low,UDUPI,2013
2013-09-30,7.7,0.497,Low,UDUPI,2013
2013-10-01,1.1,0.488,Low,UDUPI,2013
2013-10-02,4.3,0.488,Low,UDUPI,2013
2013-10-03,4.6,0.496,Low,UDUPI,2013
2013-10-04,5.8,0.497,Low,UDUPI,2013
2013-10-05,40.9,0.475,Medium,UDUPI,2013
2013-10-06,50.5,0.489,Medium,UDUPI,2013
2013-10-07,6.6,0.493,Low,UDUPI,2013
2013-10-08,4.7,0.494,Low,UDUPI,2013
2013-10-09,10.2,0.484,Low,UDUPI,2013
2013-10-10,1.9,0.481,Low,UDUPI,2013
2013-10-11,2.3,0.487,Low,UDUPI,2013
2013-10-12,8.3,0.485,Low,UDUPI,2013
2013-10-13,4.9,0.5,Low,UDUPI,2013
2013-10-14,2.5,0.496,Low,UDUPI,2013
2013-10-15,0.8,0.484,Low,UDUPI,2013
2013-10-16,4.8,0.483,Low,UDUPI,2013
2013-10-17,7.8,0.482,Low,UDUPI,2013
2013-10-18,10.2,0.471,Low,UDUPI,2013
2013-10-19,7.8,0.467,Low,UDUPI,2013
2013-10-20,4.2,0.493,Low,UDUPI,2013
2013-10-21,2.6,0.494,Low,UDUPI,2013
2013-10-22,7.7,0.445,Low,UDUPI,2013
2013-10-23,21.2,0.469,Low,UDUPI,2013
2013-10-24,20.2,0.494,Low,UDUPI,2013
2013-10-25,6.5,0.501,Low,UDUPI,2013
2013-10-26,5.1,0.501,Low,UDUPI,2013
2013-10-27,2.0,0.492,Low,UDUPI,2013
2013-10-28,0.0,0.472,Low,UDUPI,2013
2013-10-29,0.5,0.457,Low,UDUPI,2013
2013-10-30,3.0,0.459,Low,UDUPI,2013
2013-10-31,3.1,0.472,Low,UDUPI,2013
2013-11-01,0.5,0.465,Low,UDUPI,2013
2013-11-02,1.5,0.462,Low,UDUPI,2013
2013-11-03,9.4,0.455,Low,UDUPI,2013
2013-11-04,1.7,0.452,Low,UDUPI,2013
2013-11-05,0.0,0.442,Low,UDUPI,2013
2013-11-06,0.0,0.431,Low,UDUPI,2013
2013-11-07,0.0,0.421,Low,UDUPI,2013
2013-11-08,0.7,0.416,Low,UDUPI,2013
2013-11-09,0.0,0.409,Low,UDUPI,2013
2013-11-10,0.0,0.396,Low,UDUPI,2013
2013-11-11,0.0,0.385,Low,UDUPI,2013
2013-11-12,0.2,0.375,Low,UDUPI,2013
2013-11-13,0.7,0.373,Low,UDUPI,2013
2013-11-14,0.1,0.367,Low,UDUPI,2013
2013-11-15,0.0,0.359,Low,UDUPI,2013
2013-11-16,0.0,0.348,Low,UDUPI,2013
2013-11-17,0.9,0.34,Low,UDUPI,2013
2013-11-18,1.1,0.344,Low,UDUPI,2013
2013-11-19,0.2,0.344,Low,UDUPI,2013
2013-11-20,0.0,0.338,Low,UDUPI,2013
2013-11-21,0.0,0.329,Low,UDUPI,2013
2013-11-22,0.0,0.321,Low,UDUPI,2013
2013-11-23,0.0,0.314,Low,UDUPI,2013
2013-11-24,3.5,0.317,Low,UDUPI,2013
2013-11-25,5.0,0.397,Low,UDUPI,2013
2013-11-26,2.4,0.402,Low,UDUPI,2013
2013-11-27,0.3,0.404,Low,UDUPI,2013
2013-11-28,0.1,0.388,Low,UDUPI,2013
2013-11-29,0.3,0.375,Low,UDUPI,2013
2013-11-30,0.0,0.364,Low,UDUPI,2013
2013-12-01,0.4,0.354,Low,UDUPI,2013
2013-12-02,3.3,0.375,Low,UDUPI,2013
2013-12-03,0.4,0.395,Low,UDUPI,2013
2013-12-04,0.0,0.378,Low,UDUPI,2013
2013-12-05,0.0,0.36,Low,UDUPI,2013
2013-12-06,0.0,0.345,Low,UDUPI,2013
2013-12-07,0.0,0.332,Low,UDUPI,2013
2013-12-08,0.0,0.32,Low,UDUPI,2013
2013-12-09,0.0,0.311,Low,UDUPI,2013
2013-12-10,0.0,0.303,Low,UDUPI,2013
2013-12-11,0.0,0.296,Low,UDUPI,2013
2013-12-12,0.0,0.29,Low,UDUPI,2013
2013-12-13,0.0,0.284,Low,UDUPI,2013
2013-12-14,0.0,0.279,Low,UDUPI,2013
2013-12-15,0.0,0.276,Low,UDUPI,2013
2013-12-16,0.0,0.274,Low,UDUPI,2013
2013-12-17,0.0,0.271,Low,UDUPI,2013
2013-12-18,0.0,0.268,Low,UDUPI,2013
2013-12-19,0.0,0.265,Low,UDUPI,2013
2013-12-20,0.0,0.264,Low,UDUPI,2013
2013-12-21,0.0,0.262,Low,UDUPI,2013
2013-12-22,0.0,0.261,Low,UDUPI,2013
2013-12-23,0.0,0.26,Low,UDUPI,2013
2013-12-24,0.0,0.258,Low,UDUPI,2013
2013-12-25,0.0,0.258,Low,UDUPI,2013
2013-12-26,0.0,0.257,Low,UDUPI,2013
2013-12-27,0.0,0.256,Low,UDUPI,2013
2013-12-28,0.0,0.256,Low,UDUPI,2013
2013-12-29,0.0,0.255,Low,UDUPI,2013
2013-12-30,0.0,0.255,Low,UDUPI,2013
2013-12-31,0.0,0.255,Low,UDUPI,2013
2014-01-01,0.0,0.254,Low,UDUPI,2014
2014-01-02,0.0,0.254,Low,UDUPI,2014
2014-01-03,0.0,0.254,Low,UDUPI,2014
2014-01-04,0.0,0.254,Low,UDUPI,2014
2014-01-05,0.0,0.253,Low,UDUPI,2014
2014-01-06,0.0,0.253,Low,UDUPI,2014
2014-01-07,0.0,0.253,Low,UDUPI,2014
2014-01-08,0.0,0.253,Low,UDUPI,2014
2014-01-09,0.0,0.253,Low,UDUPI,2014
2014-01-10,0.0,0.253,Low,UDUPI,2014
2014-01-11,0.0,0.253,Low,UDUPI,2014
2014-01-12,0.0,0.253,Low,UDUPI,2014
2014-01-13,0.0,0.253,Low,UDUPI,2014
2014-01-14,0.0,0.253,Low,UDUPI,2014
2014-01-15,0.0,0.253,Low,UDUPI,2014
2014-01-16,0.0,0.253,Low,UDUPI,2014
2014-01-17,0.0,0.253,Low,UDUPI,2014
2014-01-18,0.0,0.253,Low,UDUPI,2014
2014-01-19,0.0,0.254,Low,UDUPI,2014
2014-01-20,0.0,0.254,Low,UDUPI,2014
2014-01-21,1.2,0.257,Low,UDUPI,2014
2014-01-22,0.0,0.256,Low,UDUPI,2014
2014-01-23,0.0,0.256,Low,UDUPI,2014
2014-01-24,0.0,0.255,Low,UDUPI,2014
2014-01-25,0.0,0.255,Low,UDUPI,2014
2014-01-26,0.0,0.254,Low,UDUPI,2014
2014-01-27,0.0,0.254,Low,UDUPI,2014
2014-01-28,0.0,0.253,Low,UDUPI,2014
2014-01-29,0.0,0.253,Low,UDUPI,2014
2014-01-30,0.0,0.253,Low,UDUPI,2014
2014-01-31,0.0,0.253,Low,UDUPI,2014
2014-02-01,0.0,0.253,Low,UDUPI,2014
2014-02-02,0.0,0.253,Low,UDUPI,2014
2014-02-03,0.0,0.253,Low,UDUPI,2014
2014-02-04,0.0,0.253,Low,UDUPI,2014
2014-02-05,0.0,0.252,Low,UDUPI,2014
2014-02-06,0.0,0.252,Low,UDUPI,2014
2014-02-07,0.0,0.252,Low,UDUPI,2014
2014-02-08,0.0,0.252,Low,UDUPI,2014
2014-02-09,0.0,0.252,Low,UDUPI,2014
2014-02-10,0.0,0.252,Low,UDUPI,2014
2014-02-11,0.0,0.252,Low,UDUPI,2014
2014-02-12,0.0,0.252,Low,UDUPI,2014
2014-02-13,0.3,0.254,Low,UDUPI,2014
2014-02-14,0.0,0.256,Low,UDUPI,2014
2014-02-15,0.0,0.256,Low,UDUPI,2014
2014-02-16,0.0,0.255,Low,UDUPI,2014
2014-02-17,0.0,0.255,Low,UDUPI,2014
2014-02-18,0.0,0.254,Low,UDUPI,2014
2014-02-19,0.0,0.254,Low,UDUPI,2014
2014-02-20,0.0,0.254,Low,UDUPI,2014
2014-02-21,0.0,0.255,Low,UDUPI,2014
2014-02-22,0.0,0.254,Low,UDUPI,2014
2014-02-23,0.0,0.254,Low,UDUPI,2014
2014-02-24,0.0,0.254,Low,UDUPI,2014
2014-02-25,0.0,0.253,Low,UDUPI,2014
2014-02-26,0.2,0.254,Low,UDUPI,2014
2014-02-27,0.8,0.255,Low,UDUPI,2014
2014-02-28,0.2,0.259,Low,UDUPI,2014
2014-03-01,0.0,0.258,Low,UDUPI,2014
2014-03-02,0.0,0.257,Low,UDUPI,2014
2014-03-03,0.0,0.256,Low,UDUPI,2014
2014-03-04,0.0,0.255,Low,UDUPI,2014
2014-03-05,0.0,0.255,Low,UDUPI,2014
2014-03-06,0.0,0.254,Low,UDUPI,2014
2014-03-07,0.0,0.254,Low,UDUPI,2014
2014-03-08,0.0,0.254,Low,UDUPI,2014
2014-03-09,0.0,0.253,Low,UDUPI,2014
2014-03-10,0.0,0.253,Low,UDUPI,2014
2014-03-11,0.3,0.255,Low,UDUPI,2014
2014-03-12,0.0,0.258,Low,UDUPI,2014
2014-03-13,0.0,0.257,Low,UDUPI,2014
2014-03-14,0.0,0.256,Low,UDUPI,2014
2014-03-15,0.0,0.255,Low,UDUPI,2014
2014-03-16,0.0,0.254,Low,UDUPI,2014
2014-03-17,0.0,0.254,Low,UDUPI,2014
2014-03-18,0.0,0.253,Low,UDUPI,2014
2014-03-19,0.0,0.253,Low,UDUPI,2014
2014-03-20,0.0,0.253,Low,UDUPI,2014
2014-03-21,0.0,0.253,Low,UDUPI,2014
2014-03-22,0.0,0.253,Low,UDUPI,2014
2014-03-23,0.0,0.253,Low,UDUPI,2014
2014-03-24,0.0,0.253,Low,UDUPI,2014
2014-03-25,0.0,0.253,Low,UDUPI,2014
2014-03-26,0.0,0.253,Low,UDUPI,2014
2014-03-27,0.0,0.253,Low,UDUPI,2014
2014-03-28,0.0,0.253,Low,UDUPI,2014
2014-03-29,0.0,0.252,Low,UDUPI,2014
2014-03-30,0.0,0.252,Low,UDUPI,2014
2014-03-31,1.0,0.259,Low,UDUPI,2014
2014-04-01,0.0,0.266,Low,UDUPI,2014
2014-04-02,0.0,0.263,Low,UDUPI,2014
2014-04-03,0.0,0.261,Low,UDUPI,2014
2014-04-04,1.6,0.271,Low,UDUPI,2014
2014-04-05,0.0,0.287,Low,UDUPI,2014
2014-04-06,0.7,0.283,Low,UDUPI,2014
2014-04-07,0.4,0.282,Low,UDUPI,2014
2014-04-08,2.7,0.295,Low,UDUPI,2014
2014-04-09,1.3,0.321,Low,UDUPI,2014
2014-04-10,0.0,0.311,Low,UDUPI,2014
2014-04-11,0.6,0.302,Low,UDUPI,2014
2014-04-12,0.0,0.297,Low,UDUPI,2014
2014-04-13,0.0,0.289,Low,UDUPI,2014
2014-04-14,0.0,0.282,Low,UDUPI,2014
2014-04-15,0.5,0.28,Low,UDUPI,2014
2014-04-16,0.9,0.285,Low,UDUPI,2014
2014-04-17,0.0,0.284,Low,UDUPI,2014
2014-04-18,0.3,0.281,Low,UDUPI,2014
2014-04-19,2.3,0.288,Low,UDUPI,2014
2014-04-20,0.0,0.304,Low,UDUPI,2014
2014-04-21,0.0,0.294,Low,UDUPI,2014
2014-04-22,0.0,0.287,Low,UDUPI,2014
2014-04-23,0.0,0.281,Low,UDUPI,2014
2014-04-24,2.9,0.294,Low,UDUPI,2014
2014-04-25,0.4,0.305,Low,UDUPI,2014
2014-04-26,0.0,0.3,Low,UDUPI,2014
2014-04-27,0.4,0.297,Low,UDUPI,2014
2014-04-28,9.4,0.336,Low,UDUPI,2014
2014-04-29,2.3,0.354,Low,UDUPI,2014
2014-04-30,3.2,0.378,Low,UDUPI,2014
2014-05-01,2.2,0.37,Low,UDUPI,2014
2014-05-02,2.5,0.367,Low,UDUPI,2014
2014-05-03,1.6,0.363,Low,UDUPI,2014
2014-05-04,2.1,0.351,Low,UDUPI,2014
2014-05-05,6.1,0.356,Low,UDUPI,2014
2014-05-06,10.6,0.378,Low,UDUPI,2014
2014-05-07,34.9,0.461,Low,UDUPI,2014
2014-05-08,63.8,0.478,High,UDUPI,2014
2014-05-09,68.8,0.48,High,UDUPI,2014
2014-05-10,3.9,0.489,Low,UDUPI,2014
2014-05-11,0.0,0.466,Low,UDUPI,2014
2014-05-12,0.0,0.445,Low,UDUPI,2014
2014-05-13,0.0,0.428,Low,UDUPI,2014
2014-05-14,0.0,0.413,Low,UDUPI,2014
2014-05-15,0.0,0.399,Low,UDUPI,2014
2014-05-16,0.0,0.388,Low,UDUPI,2014
2014-05-17,0.0,0.378,Low,UDUPI,2014
2014-05-18,2.2,0.373,Low,UDUPI,2014
2014-05-19,26.6,0.448,Low,UDUPI,2014
2014-05-20,8.3,0.479,Low,UDUPI,2014
2014-05-21,11.5,0.477,Low,UDUPI,2014
2014-05-22,8.4,0.49,Low,UDUPI,2014
2014-05-23,0.0,0.484,Low,UDUPI,2014
2014-05-24,0.0,0.461,Low,UDUPI,2014
2014-05-25,1.2,0.45,Low,UDUPI,2014
2014-05-26,0.4,0.444,Low,UDUPI,2014
2014-05-27,0.0,0.431,Low,UDUPI,2014
2014-05-28,2.3,0.423,Low,UDUPI,2014
2014-05-29,2.1,0.429,Low,UDUPI,2014
2014-05-30,3.7,0.44,Low,UDUPI,2014
2014-05-31,0.6,0.441,Low,UDUPI,2014
2014-06-01,0.6,0.425,Low,UDUPI,2014
2014-06-02,3.1,0.419,Low,UDUPI,2014
2014-06-03,1.4,0.428,Low,UDUPI,2014
2014-06-04,12.2,0.463,Low,UDUPI,2014
2014-06-05,18.7,0.477,Low,UDUPI,2014
2014-06-06,16.7,0.476,Low,UDUPI,2014
2014-06-07,12.1,0.477,Low,UDUPI,2014
2014-06-08,10.3,0.494,Low,UDUPI,2014
2014-06-09,57.1,0.494,Medium,UDUPI,2014
2014-06-10,27.0,0.491,Low,UDUPI,2014
2014-06-11,21.3,0.488,Low,UDUPI,2014
2014-06-12,16.8,0.489,Low,UDUPI,2014
2014-06-13,15.9,0.476,Low,UDUPI,2014
2014-06-14,15.6,0.471,Low,UDUPI,2014
2014-06-15,14.3,0.49,Low,UDUPI,2014
2014-06-16,19.1,0.501,Low,UDUPI,2014
2014-06-17,11.6,0.487,Low,UDUPI,2014
2014-06-18,18.5,0.496,Low,UDUPI,2014
2014-06-19,19.6,0.485,Low,UDUPI,2014
2014-06-20,12.1,0.503,Low,UDUPI,2014
2014-06-21,14.5,0.478,Low,UDUPI,2014
2014-06-22,9.5,0.498,Low,UDUPI,2014
2014-06-23,5.6,0.501,Low,UDUPI,2014
2014-06-24,5.5,0.502,Low,UDUPI,2014
2014-06-25,5.0,0.504,Low,UDUPI,2014
2014-06-26,3.2,0.499,Low,UDUPI,2014
2014-06-27,3.6,0.489,Low,UDUPI,2014
2014-06-28,3.2,0.486,Low,UDUPI,2014
2014-06-29,6.4,0.499,Low,UDUPI,2014
2014-06-30,3.1,0.494,Low,UDUPI,2014
2014-07-01,15.4,0.484,Low,UDUPI,2014
2014-07-02,9.9,0.499,Low,UDUPI,2014
2014-07-03,4.1,0.497,Low,UDUPI,2014
2014-07-04,11.3,0.478,Low,UDUPI,2014
2014-07-05,23.1,0.473,Low,UDUPI,2014
2014-07-06,15.6,0.489,Low,UDUPI,2014
2014-07-07,48.8,0.485,Medium,UDUPI,2014
2014-07-08,32.9,0.478,Low,UDUPI,2014
2014-07-09,19.8,0.484,Low,UDUPI,2014
2014-07-10,32.1,0.474,Low,UDUPI,2014
2014-07-11,17.3,0.484,Low,UDUPI,2014
2014-07-12,28.4,0.479,Low,UDUPI,2014
2014-07-13,67.3,0.485,High,UDUPI,2014
2014-07-14,52.3,0.477,Medium,UDUPI,2014
2014-07-15,41.6,0.478,Medium,UDUPI,2014
2014-07-16,15.3,0.479,Low,UDUPI,2014
2014-07-17,11.1,0.487,Low,UDUPI,2014
2014-07-18,19.0,0.473,Low,UDUPI,2014
2014-07-19,27.6,0.478,Low,UDUPI,2014
2014-07-20,26.1,0.478,Low,UDUPI,2014
2014-07-21,29.0,0.486,Low,UDUPI,2014
2014-07-22,35.5,0.476,Low,UDUPI,2014
2014-07-23,31.2,0.483,Low,UDUPI,2014
2014-07-24,26.3,0.478,Low,UDUPI,2014
2014-07-25,19.7,0.487,Low,UDUPI,2014
2014-07-26,17.4,0.478,Low,UDUPI,2014
2014-07-27,11.9,0.471,Low,UDUPI,2014
2014-07-28,14.1,0.487,Low,UDUPI,2014
2014-07-29,7.1,0.473,Low,UDUPI,2014
2014-07-30,39.9,0.482,Low,UDUPI,2014
2014-07-31,37.6,0.485,Low,UDUPI,2014
2014-08-01,37.0,0.477,Low,UDUPI,2014
2014-08-02,32.0,0.492,Low,UDUPI,2014
2014-08-03,23.3,0.465,Low,UDUPI,2014
2014-08-04,33.1,0.475,Low,UDUPI,2014
2014-08-05,41.7,0.482,Medium,UDUPI,2014
2014-08-06,33.5,0.472,Low,UDUPI,2014
2014-08-07,15.6,0.487,Low,UDUPI,2014
2014-08-08,9.9,0.503,Low,UDUPI,2014
2014-08-09,19.0,0.495,Low,UDUPI,2014
2014-08-10,19.6,0.48,Low,UDUPI,2014
2014-08-11,20.2,0.485,Low,UDUPI,2014
2014-08-12,59.3,0.487,Medium,UDUPI,2014
2014-08-13,12.5,0.479,Low,UDUPI,2014
2014-08-14,7.1,0.483,Low,UDUPI,2014
2014-08-15,4.2,0.496,Low,UDUPI,2014
2014-08-16,2.9,0.488,Low,UDUPI,2014
2014-08-17,7.3,0.497,Low,UDUPI,2014
2014-08-18,6.2,0.486,Low,UDUPI,2014
2014-08-19,11.9,0.468,Low,UDUPI,2014
2014-08-20,7.4,0.46,Low,UDUPI,2014
2014-08-21,8.8,0.471,Low,UDUPI,2014
2014-08-22,14.5,0.472,Low,UDUPI,2014
2014-08-23,7.7,0.458,Low,UDUPI,2014
2014-08-24,36.6,0.483,Low,UDUPI,2014
2014-08-25,16.0,0.474,Low,UDUPI,2014
2014-08-26,18.3,0.484,Low,UDUPI,2014
2014-08-27,18.9,0.497,Low,UDUPI,2014
2014-08-28,22.4,0.486,Low,UDUPI,2014
2014-08-29,30.9,0.49,Low,UDUPI,2014
2014-08-30,47.7,0.486,Medium,UDUPI,2014
2014-08-31,23.6,0.479,Low,UDUPI,2014
2014-09-01,23.4,0.473,Low,UDUPI,2014
2014-09-02,19.2,0.484,Low,UDUPI,2014
2014-09-03,24.3,0.487,Low,UDUPI,2014
2014-09-04,22.3,0.495,Low,UDUPI,2014
2014-09-05,16.7,0.49,Low,UDUPI,2014
2014-09-06,15.4,0.489,Low,UDUPI,2014
2014-09-07,15.2,0.48,Low,UDUPI,2014
2014-09-08,8.5,0.506,Low,UDUPI,2014
2014-09-09,5.6,0.504,Low,UDUPI,2014
2014-09-10,6.1,0.506,Low,UDUPI,2014
2014-09-11,3.3,0.498,Low,UDUPI,2014
2014-09-12,3.0,0.494,Low,UDUPI,2014
2014-09-13,3.9,0.493,Low,UDUPI,2014
2014-09-14,12.7,0.475,Low,UDUPI,2014
2014-09-15,3.9,0.471,Low,UDUPI,2014
2014-09-16,2.9,0.482,Low,UDUPI,2014
2014-09-17,2.0,0.484,Low,UDUPI,2014
2014-09-18,2.7,0.486,Low,UDUPI,2014
2014-09-19,5.0,0.487,Low,UDUPI,2014
2014-09-20,2.2,0.492,Low,UDUPI,2014
2014-09-21,0.4,0.48,Low,UDUPI,2014
2014-09-22,0.0,0.468,Low,UDUPI,2014
2014-09-23,0.1,0.455,Low,UDUPI,2014
2014-09-24,1.0,0.449,Low,UDUPI,2014
2014-09-25,16.2,0.466,Low,UDUPI,2014
2014-09-26,3.6,0.48,Low,UDUPI,2014
2014-09-27,1.8,0.478,Low,UDUPI,2014
2014-09-28,10.7,0.482,Low,UDUPI,2014
2014-09-29,1.6,0.445,Low,UDUPI,2014
2014-09-30,6.3,0.46,Low,UDUPI,2014
2014-10-01,0.8,0.46,Low,UDUPI,2014
2014-10-02,1.4,0.468,Low,UDUPI,2014
2014-10-03,9.3,0.485,Low,UDUPI,2014
2014-10-04,9.3,0.48,Low,UDUPI,2014
2014-10-05,5.6,0.489,Low,UDUPI,2014
2014-10-06,9.7,0.447,Low,UDUPI,2014
2014-10-07,20.4,0.477,Low,UDUPI,2014
2014-10-08,5.3,0.476,Low,UDUPI,2014
2014-10-09,1.9,0.475,Low,UDUPI,2014
2014-10-10,14.1,0.476,Low,UDUPI,2014
2014-10-11,18.5,0.474,Low,UDUPI,2014
2014-10-12,3.7,0.5,Low,UDUPI,2014
2014-10-13,1.4,0.487,Low,UDUPI,2014
2014-10-14,0.0,0.473,Low,UDUPI,2014
2014-10-15,0.7,0.463,Low,UDUPI,2014
2014-10-16,22.8,0.456,Low,UDUPI,2014
2014-10-17,7.6,0.476,Low,UDUPI,2014
2014-10-18,4.2,0.475,Low,UDUPI,2014
2014-10-19,8.2,0.488,Low,UDUPI,2014
2014-10-20,7.7,0.488,Low,UDUPI,2014
2014-10-21,11.2,0.478,Low,UDUPI,2014
2014-10-22,6.3,0.482,Low,UDUPI,2014
2014-10-23,11.2,0.473,Low,UDUPI,2014
2014-10-24,8.8,0.492,Low,UDUPI,2014
2014-10-25,38.6,0.497,Low,UDUPI,2014
2014-10-26,24.4,0.45,Low,UDUPI,2014
2014-10-27,0.1,0.431,Low,UDUPI,2014
2014-10-28,0.0,0.425,Low,UDUPI,2014
2014-10-29,0.0,0.416,Low,UDUPI,2014
2014-10-30,0.0,0.404,Low,UDUPI,2014
2014-10-31,0.0,0.394,Low,UDUPI,2014
2014-11-01,0.0,0.385,Low,UDUPI,2014
2014-11-02,2.1,0.392,Low,UDUPI,2014
2014-11-03,7.0,0.442,Low,UDUPI,2014
2014-11-04,1.3,0.459,Low,UDUPI,2014
2014-11-05,0.1,0.439,Low,UDUPI,2014
2014-11-06,0.0,0.422,Low,UDUPI,2014
2014-11-07,0.4,0.41,Low,UDUPI,2014
2014-11-08,1.1,0.401,Low,UDUPI,2014
2014-11-09,0.8,0.397,Low,UDUPI,2014
2014-11-10,2.5,0.407,Low,UDUPI,2014
2014-11-11,2.9,0.426,Low,UDUPI,2014
2014-11-12,4.4,0.443,Low,UDUPI,2014
2014-11-13,14.2,0.443,Low,UDUPI,2014
2014-11-14,6.6,0.477,Low,UDUPI,2014
2014-11-15,0.2,0.466,Low,UDUPI,2014
2014-11-16,0.2,0.446,Low,UDUPI,2014
2014-11-17,0.0,0.429,Low,UDUPI,2014
2014-11-18,0.0,0.413,Low,UDUPI,2014
2014-11-19,0.0,0.399,Low,UDUPI,2014
2014-11-20,0.0,0.387,Low,UDUPI,2014
2014-11-21,0.0,0.375,Low,UDUPI,2014
